Q,Toxicity_score,T,Toxicity_score
https://twitter.com/Pismo_B/status/1223275776163794945  What happens when people learn the TRUTH? What happens when people WAKE UP? They will not be able to walk down the street. THE GREAT AWAKENING. Q,0.08239566,"Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews",0.53490317
https://www.starwars.com/games-apps/star-wars-commander  How do 'select' bad actors attempt comms w/o SIGINT collection? Rebellion or Empire? Private [invite only] faction(s)? Dark > Light Q,0.082240246,We won’t Steve! https://t.co/iKr859gKEL,0.59648305
Nothing can stop what is coming. Nothing! Rig for Red. Q,0.08209414,"Thank you to Lt. Bob Kroll of the great Minneapolis Police Department for your kind words on @foxandfriends. The Police are fighting the Radical Left Mayor, and his ridiculous Uniform Ban. Actually, I LOVE the Cops for Trump shirts. Want to bring some home. I am with you 100%!!!!",0.562284
For those who decide to save the taxpayers some money. There is no escaping God. Q,0.081657544,"Just watched Wacky Tom Steyer, who I have not seen in action before, be interviewed by @jaketapper. He comes off as a crazed &amp, stumbling lunatic who should be running out of money pretty soon. As bad as their field is, if he is running for President, the Dems will eat him alive!",0.59593034
>>7560835 Directly after a +? Sometimes after a long day one needs a little pick-me-up. Q,0.080417715,"Really pathetic how @FoxNews is trying to be so politically correct by loading the airwaves with Democrats like Chris Van Hollen, the no name Senator from Maryland. He has been on forever playing up the Impeachment Hoax. Dems wouldn’t even give Fox their low ratings debates....",0.7728102
https://www.senate.gov/artandhistory/history/common/briefing/Impeachment_Hastings.htm  Welcome to the [D] party con. Q,0.08038437,"What is the purpose of the House doing good immigration bills when you need 9 votes by Democrats in the Senate, and the Dems are only looking to Obstruct (which they feel is good for them in the Mid-Terms). Republicans must get rid of the stupid Filibuster Rule-it is killing you!",0.74490136
">>7359354 Images that are served via TOR broke yesterday, we are checking why and should have it fixed up soon. Caching is still a bit buggy, and likewise we should have that fixed up soon.  I will do my best to have these things fixed up before the end of the weekend.  An easy way to verify yourself after the upcoming salt rotation is: 1. Migrate /patriotsfight/ before the rotation 2. Post with current tripcode on /patriotsfight/ 3. After salt rotation, post with new tripcode on /patriotsfight/ 4. Qresearch BO adds your updated tripcode to the /qresearch/ whitelist  Let me know if you want to migrate /patriotsfight/. The login credentials will be the same as back in August, and you can login via tor at this url: http://sys.jthnx5wyvjvzsxtu.onion/mod.php?/  or via clearnet at this url: https://sys.jthnx5wyvjvzsxtu.onion/mod.php?/   The salt rotation is an important maintenance task, and will help improve overall site stability.   Our current tasks to get back to full stability: 0. Salt rotation 1. Fix quality-of-life bugs (caching, images, etc) 2. Launch project odin (checkmate against deplatforming) 3. Finish board migration 4. Migrate to a new ISP currently being setup (will improve site access speeds and stability) 5. Bring back board creation (with a simple vetting process) 6. Install the new captcha system that we are building 7. Extinguish fires that pop up",0.07975771,".....again said “NO,” thinking, as usual, that the U.S. is always the “sucker,” on NATO, on Trade, on everything. The Kurds fought with us, but were paid massive amounts of money and equipment to do so. They have been fighting Turkey for decades. I held off this fight for....",0.6049454
https://www.youtube.com/watch?v=0TFh1YJynGA  Phones were present. FISA goes both ways. Information warfare. Q,0.07898324,"....They want to Impeach me (I’m not worried!), and yet they were all breaking the law in so many ways. How can they do that and yet impeach a very successful (Economy Plus) President of the United States, who has done nothing wrong? These people are Crazy!",0.598683
https://www.youtube.com/watch?v=g1KfU5ifhqE  Follow the family. Q,0.0783915,"Internal REAL Polls show I am beating all of the Dem candidates. The Fake News Polls (here we go again, just like 2016) show losing or tied. Their polls will be proven corrupt on November 3rd, just like the Fake News is corrupt!",0.5876557
"http://twitter.com/WattersWorld/status/1203403806110699521  While a biased POV shelters/protects the host, the overall discussion [eyes on] generates awareness. Q",0.0783203,The Russian Witch Hunt is Rigged!,0.6590704
"""Calm Before the Storm."" - POTUS Month/Day 'Q' public campaign initiated?  Month/Day 'Durham' initiated? What famous crime family did Durham target? ""Also spearheaded mob prosecutions of the [Gambino], Genovese and Patriarca crime families."" http://content.time.com/time/nation/article/0,8599,1918738,00.html  What AB[C] agency did Durham target? How are messages sent? https://www.rollingstone.com/culture/culture-news/frank-cali-murder-mafia-boss-qanon-motive-anthony-comello-861777/  [Dec 12 2018]  ""What if there's another prosecutor (outside of DC) assigned by SESSIONS w/ the same mandate/authority?"" - Q Do you believe in coincidences? 5:5? Be ready, Patriots. Q",0.07820651,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",0.5876557
"Anons, why would we provide the date of the FISA release?  Logical thinking. Ammunition is finite.  Q",0.0779078,"The same people that got us into the Middle East Quicksand, 8 Trillion Dollars and many thousands of lives (and millions of lives when you count the other side), are now fighting to keep us there. Don’t listen to people that haven’t got a clue. They have proven to be inept!",0.6364068
https://twitter.com/M2Madness/status/1208769369171476480  WHY IS PELOSI HOLDING THE [2] ARTICLES OF IMPEACHMENT? How do you introduce the TRUTH about what happened to the PUBLIC? What 'value' might exist by attempting to BLOCK 'PUBLIC' testimony/hearings? Would educating the public through the Senate prior to Barr/Durham/Huber release(s) be important? Narratives are created and pushed to prevent the public from discovering the TRUTH. ENEMY OF THE PEOPLE. Q,0.077848166,"Mitt Romney never knew how to win. He is a pompous “ass” who has been fighting me from the beginning, except when he begged me for my endorsement for his Senate run (I gave it to him), and when he begged me to be Secretary of State (I didn’t give it to him). He is so bad for R’s!",0.7961116
[D] party leaders [‘Big 5’]: Rep. Nancy Pelosi (D-CA) – Speaker of the House Rep. Adam Schiff (D-CA) – Chair Intel  Rep. Jerry Nadler (D-NY) – Chair Judiciary  Sen. Chuck Schumer (D-NY) – Senate Minority Leader Sen. Dianne Feinstein (D-CA) – Ranking Mem Judiciary Control over [CA] & [NY] vital to maintain [D] structural integrity?  https://www.judicialwatch.org/press-releases/california-begins-massive-voter-roll-clean-up-notifies-up-to-1-5-million-inactive-voters-as-part-of-judicial-watch-lawsuit-settlement/  https://nypost.com/2019/06/18/law-granting-illegal-immigrants-drivers-licenses-could-lead-to-voter-fraud/  Leverage (control) dictates how far you rise within the [D] party. Q,0.07734386,"A vicious accuser of Justice Kavanough has just admitted that she was lying, her story was totally made up, or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?",0.5154597
DNC server(s). Crowdstrike. Did Russia 'break-in' to DNC server(s)? Why did FBI accept 'indirect' evidence re: DNC server(s) 'hack''break-in' by Crowdstrike [Ukraine]?  Why didn't FBI 'directly' investigate DNC server(s) [in-hand]? Download speed internal data DL vs remote? [1] https://www.realclearpolitics.com/video/2017/01/02/assange_to_hannity_our_source_was_not_the_russian_government.html  [1] How does one provide content to WL? >comp-to-comp >person-to-person [1] Personal comms [secured] prior to release? [1] The (Source(s)): >Feeder [1] >Recipient [1] Interning for the DNC can be deadly. Does Crowdstrike possess 'gov_capablity' to trace 'break-in' route(s)? Does Crowdstrike possess 'gov_capability' re: foreign intercepts? Possible to layer/insert code [Crowdstrike] to designate intruder [intended target]? NSA data_bridge DNC-Crowdstrike [bulk data collection] Matters of National Security [Highest Levels]. FISA is only the beginning. The hole is DEEP. Q,0.07727566,"“It’s about the Economy, stupid”, except when it comes to Trump. The fact is, the Fake News Media hates talking about the Economy, and how incredible it is!",0.8355208
There is no STEP FIVE. -END- Q,0.07718988,"If it was the GOAL of Russia to create discord, disruption and chaos within the U.S. then, with all of the Committee Hearings, Investigations and Party hatred, they have succeeded beyond their wildest dreams. They are laughing their asses off in Moscow. Get smart America!",0.6001247
https://www.foxnews.com/politics/doj-relents-says-it-would-be-okay-with-probation-for-michael-flynn  Q,0.07663306,“I’d strip the whole bunch of them. They’re all corrupt. They’ve all abused their power. They’ve all betrayed the American people with a political agenda. They tried to steal and influence an election in the United States.” @seanhannity,0.5335249
https://twitter.com/GOPLeader/status/1208818029578137602  Q,0.07614141,"Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court, and our two great Justices. If a Republican did that, there would be an endless price to pay. Pathetic!",0.79706484
https://twitter.com/SeekretAgent/status/1194312252104544256  What are the odds of that? Mathematically impossible? Coincidence? The TRUTH is right in front of you. Q,0.075986885,"As hard as I work, &amp, as successful as our Country has become with our Economy, our Military &amp, everything else, it is ashame that the Democrats make us spend so much time &amp, money on this ridiculous Impeachment Lite Hoax. I should be able to devote all of my time to the REAL USA!",0.5876557
https://twitter.com/KarluskaP/status/1226271939142004737  An informed public threatens those in power. Q,0.075420976,Schiff is a lying disaster for our Country. He should resign! https://t.co/ytwEy5NasJ,0.5383996
Castle clean. Q,0.074963234,“Schiff aides worked with Whistleblower.” @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!,0.5154597
Same evidence to FREE FLYNN currently being used to INDICT others [GJ]? [302]_mod [1] count. Who listened in [2] count [FISA?] ………… [6] counts. FBI agent [1][P] - FLYNN interview…….. If FISA warrant was ILLEGAL………. If FISA warrant predicated on ILLEGAL/UNCORROBORATED…….. If FISA 'actors' purposely withheld exculpatory evidence from the court…………. [Watch] what happens next. Q,0.073836744,"Too bad we didn’t have the G-7 here. I offered to pick up the entire cost, would have saved at least $35,000,000 for the USA. Best location. Very stupid people thought I would gain. Wrong! Looking at Camp David. Will announce soon. https://t.co/8RF7IHVyxN",0.7093121
"https://2009-2017.state.gov/documents/organization/119629.pdf  ""Insurgency is the organized use of subversion and violence to seize, nullify or challenge political control of a region."" The presidency of Barack Hussein Obama began at noon EST on January 20, 2009, when Barack Obama was inaugurated as the 44th President of the United States. What Country was the true intended target? Q",0.07379871,"“Very concerned about Comey’s firing, afraid they will be exposed,” said Bruce Ohr. DOJ’s Emails &amp, Notes show Bruce Ohr’s connection to (phony &amp, discredited) Trump Dossier. A creep thinking he would get caught in a dishonest act. Rigged Witch Hunt!",0.5587191
"https://www.grassley.senate.gov/sites/default/files/constituents/2017-07-20%20CEG%20to%20DOJ%20%28Ukraine%20DNC%20FARA%29.pdf  Read carefully. Re-read carefully. Spy_insert [EC] known? Re-read drops re: Spy_insert. What do these people have in common? Pelosi's son Kerry's son Romney's son Biden's son Hint: Geo location: Ukraine Hint: Energy Coincidence? When [GS] calls, D's always answer. Nothing can stop what is coming. Nothing! Q",0.07371075,All starting to unravel with the ridiculous 9 year sentence recommendation! https://t.co/6baxv3Lvuk,0.5876557
https://twitter.com/wokesocieties/status/1208139679528357889  Something BIG is coming. https://twitter.com/realDonaldTrump/status/1208873492025925632  Do people really think this can happen with no consequences?  FISA = START NOBODY is above the law [not anymore]. Q,0.073462635,A Dirty Cop at the highest level. Scum! https://t.co/9t2qETqgcL,0.794439
>>7516554 Exact time of Durham statement? Think Q/Durham start date. Coincidence?  Having fun yet? Q,0.0733698,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",0.7093121
Confirmed. Q,0.0726883,"Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop &amp; Frisk” after swearing by it for years, and even recently. He horribly overused it, &amp; then dropped when running as a Dem. A total phony!",0.5188964
https://twitter.com/RealSaavedra/status/1229510910739279873  Purpose: [D]s install numerous rules and regs re: [D] party nomination winner?  Define 'superdelegates'.  How do you control the outcome? Why is the outcome important? When [GS] calls who races to answer? [ILLUSION OF DEMOCRACY] Q,0.07254051,Wow! Hunter Biden is being forced to leave a Chinese Company. Now watch the Fake News wrap their greasy and very protective arms around him. Only softball questions of him please!,0.5529881
Future trip(c) re_verify: Notebook Pen Watch  Desk —————— Anon interaction coming soon. Q,0.07252876,"The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that President Obama so foolishly gave them went into terrorism and into their “pockets.” The people have little food, big inflation and no human rights. The U.S. is watching!",0.62190515
https://twitter.com/Solmemes1/status/1197668953113481216  THE GREAT AWAKENING. You are the news now. Handle w/ care. Q,0.072339386,"The inner workings of the Mueller investigation are a total mess. They have found no collusion and have gone absolutely nuts. They are screaming and shouting at people, horribly threatening them to come up with the answers they want. They are a disgrace to our Nation and don’t...",0.60474306
Anons IDEN the 'error' made re: Corney v Comey? Think recent doc release.  Q,0.072202496,"All of the fools that are so focused on looking only at Russia should start also looking in another direction, China. But in the end, if we are smart, tough and well prepared, we will get along with everyone!",0.71948117
https://twitter.com/Incarcerated_ET/status/1198990090757914625  Enemy of the People. You are the news now. Facts matter. Q,0.07208895,"The Rigged Russian Witch Hunt goes on and on as the “originators and founders” of this scam continue to be fired and demoted for their corrupt and illegal activity. All credibility is gone from this terrible Hoax, and much more will be lost as it proceeds. No Collusion!",0.6261649
https://www.youtube.com/watch?v=8y06NSBBRtY  Q,0.07203956,"More text messages between former FBI employees Peter Strzok and Lisa Page are a disaster and embarrassment to the FBI &amp, DOJ. This should never have happened but we are learning more and more by the hour. “Others were leaking like mad” in order to get the President! ........",0.5154597
https://twitter.com/realDonaldTrump/status/1236980284744241154  Silent running is a tactic used when…. Q,0.07202936,"“U.S. Intelligence official overstated assessment of Russian efforts to help Trump.” @FoxNews @GreggJarrett They supposedly told Crazy Bernie that Russia was looking at him, not me. This is all a big scam between Intel and the Democrats. They want Bernie OUT, &amp; hate “Trump”.",0.5626111
>>7536263 Worth remembering. Q,0.07179476,"Mike Pompeo is doing a great job, I am very proud of him. His predecessor, Rex Tillerson, didn’t have the mental capacity needed. He was dumb as a rock and I couldn’t get rid of him fast enough. He was lazy as hell. Now it is a whole new ballgame, great spirit at State!",0.743655
>>8251669 Godspeed. Q,0.0717875,"Charles Koch of Koch Brothers, who claims to be giving away millions of dollars to politicians even though I know very few who have seen this (?), now makes the ridiculous statement that what President Trump is doing is unfair to “foreign workers.” He is correct, AMERICA FIRST!",0.5618151
https://twitter.com/Education4Libs/status/1243022336137351169  The Silent War continues.. Q,0.071711674,Crooked Hillary caught again. She is a total train wreck! https://t.co/iqtuwzbaIV,0.5652454
Backchannels are important. Know your history and you will know why. Q,0.071589395,"“The reason they are not sending the Articles of Impeachment to the Senate is that they are so weak and so pathetic.” @LindseyGrahamSC @MariaBartiromo  The great Scam continues. To be spending time on this political Hoax at this moment in our history, when I am so busy, is sad!",0.7693689
212-397-2255 Operators are standing by. Q,0.071544334,"....should give their own transcripts of the interviews to contrast with Schiff’s manipulated propaganda. House Republicans must have nothing to do with Shifty’s rendition of those interviews. He is a proven liar, leaker &amp, freak who is really the one who should be impeached!",0.7093121
https://www.theepochtimes.com/nsa-director-rogers-disclosed-fisa-abuse-days-after-carter-page-fisa-was-issued_2692033.html  Important to read and understand. Something BIG is coming. Q,0.07123716,"Stock Markets Up Record Numbers. For this year alone, Dow up 18.65%, S&amp,P up 24.36%, Nasdaq Composite up 29.17%. “It’s the economy, stupid.”",0.794439
https://www.theepochtimes.com/nsa-director-rogers-disclosed-fisa-abuse-days-after-carter-page-fisa-was-issued_2692033.html  Important to read and understand. Something BIG is coming. Q,0.07123716,"The Economy is soooo good, perhaps the best in our country’s history (remember, it’s the economy stupid!), that the Democrats are flailing &amp, lying like CRAZY! Phony books, articles and T.V. “hits” like no other pol has had to endure-and they are losing big. Very dishonest people!",0.7936143
Dough  https://pastebin.com/pdwphuug   can bake one more or defer,0.07121629,"Nancy Pelosi just stated that “it is dangerous to let the voters decide Trump’s fate.” @FoxNews  In other words, she thinks I’m going to win and doesn’t want to take a chance on letting the voters decide. Like Al Green, she wants to change our voting system. Wow, she’s CRAZY!",0.5554492
>>7561162 Correction 2. 'Your.' On the move - long night. Q,0.07038893,"So pathetic to see Sleepy Joe Biden, who with his son, Hunter, and to the detriment of the American Taxpayer, has ripped off at least two countries for millions of dollars, calling for my impeachment - and I did nothing wrong. Joe’s Failing Campaign gave him no other choice!",0.78636044
>>7561132 Correction. 'Squall.' On the move. Q,0.069560796,"“This ridiculous Impeachment is a travesty, it’s not an inquiry. Just read the transcript.” @LouDobbs",0.7875215
>>7561132 Correction. 'Squall.' On the move. Q,0.069560796,"The Radical Left, Do Nothing Democrats said they wanted to RUSH everything through to the Senate because “President Trump is a threat to National Security” (they are vicious, will say anything!), but now they don’t want to go fast anymore, they want to go very slowly. Liars!",0.77977926
https://twitter.com/Strandjunker/status/1228333628955996161  re: delayed testimony 1. allow for public dissemination of critical facts [possible unseal(s)-declas] prior to world televised sit down. Sometimes the necessary forum to update the American public is provided by those same people being investigated for…. Release to change strategy? Watch what happens next! Q,0.06930773,A despicable human being! https://t.co/3KpgUuRaXU,0.5514335
Justice. Q,0.06845501,"The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria. Saudi Arabia and other rich countries in the Middle East will start making payments instead of the U.S. I want to develop the U.S., our military and countries that help us!",0.54291046
"In case anybody missed it, it will surprise no one to learn that Soros is the #1 funding source behind Shadow:",0.06797269,"Sleepy Eyes Chuck Todd of Fake NBC News said it’s time for the Press to stop complaining and to start fighting back. Actually Chuck, they’ve been doing that from the day I announced for President. They’ve gone all out, and I WON, and now they’re going CRAZY!",0.53490317
">>7643842 orensicator’s first decisive findings, made public in the paper dated July 9, concerned the volume of the supposedly hacked material and what is called the transfer rate—the time a remote hack would require. The metadata established several facts in this regard with granular precision: On the evening of July 5, 2016, 1,976 megabytes of data were downloaded from the DNC’s server. The operation took 87 seconds. This yields a transfer rate of 22.7 megabytes per second.  These statistics are matters of record and essential to disproving the hack theory. No Internet service provider, such as a hacker would have had to use in mid-2016, was capable of downloading data at this speed. Compounding this contradiction, Guccifer claimed to have run his hack from Romania, which, for numerous reasons technically called delivery overheads, would slow down the speed of a hack even further from maximum achievable speeds.  https://www.thenation.com/article/a-new-report-raises-big-questions-about-last-years-dnc-hack/",0.06770131,He made same prediction in 2016. Nobody ever said Michael was stupid! https://t.co/XDEzsTS1Pt,0.83999324
You didn't think we highlighted 'Epstein' for no reason did you? Those who were once protected are no longer. Timing is EVERYTHING. Hunters become PREY. Q,0.06729714,"It’s incredible how Democrats can all use their ridiculous sound bite and say that a Wall doesn’t work. It does, and properly built, almost 100%! They say it’s old technology - but so is the wheel. They now say it is immoral- but it is far more immoral for people to be dying!",0.5275824
"Ask yourself a very simple question, why? The 'why' will be (publicly) answered soon. Dark > Light  Q",0.06571468,"I want to know, where is the money for Border Security and the WALL in this ridiculous Spending Bill, and where will it come from after the Midterms? Dems are obstructing Law Enforcement and Border Security. REPUBLICANS MUST FINALLY GET TOUGH!",0.65053135
Timing of impeachment vote [revised]? 7pm EST Interview w/ Barr? 7pm EST Coincidence?  Q,0.06544755,"Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again, just look at the markets, jobs, military- setting records, and we will do even better. Andrew “choked” badly, mistake!",0.7491408
https://twitter.com/genflynn/status/794651828981993473?lang=en  Targeted and silenced (gag) for a reason? PAIN coming. Q,0.06528484,"Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almost totally on their side!",0.6210605
"https://www.fisc.uscourts.gov/sites/default/files/MIsc%2019%2002%20191217.pdf  ""The frequency with which representations made by FBI personnel turned out to be unsupported or contradicted by information in their possession, and with which they withheld information detrimental to their case, calls into question whether information contained in other FBI applications is reliable."" Think FLYNN_FISA [ILLEGAL?] Q",0.06517547,".@SteveScalise blew the nasty &amp, obnoxious Chris Wallace (will never be his father, Mike!) away on Chris’s lowest rated (unless I’m on) morning show. This kind of dumb and unfair interview would never have happened in the @FoxNews past. Great job Steve!",0.7451167
http://twitter.com/realDonaldTrump/status/1201560862856601600  /trip_IDEN_delta[-1]/ Q,0.06503928,The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs,0.6364068
"Now, isn't that interesting? Q",0.06493145,"Despite the disgusting, illegal and unwarranted Witch Hunt, we have had the most successful first 17 month Administration in U.S. history - by far! Sorry to the Fake News Media and “Haters,” but that’s the way it is!",0.5595889
https://twitter.com/DocRock1007/status/1204513241507999745  When does the B2 drop the FIRST BOMB? Bill Barr fit into [8] spaces? Reconfig graphic. Knowledge is POWER.  Q,0.064493425,"Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia,  because they will be coming, nice and new and “smart!” You shouldn’t be partners with a Gas Killing Animal who kills his people and enjoys it!",0.6721975
https://twitter.com/JipeFIN/status/1198297777677176832  The Great Awakening. WWG1WGA!!! Q,0.06441195,"Why did Nervous Nancy allow corrupt politician Shifty Schiff to lie before Congress? He must be a Witness, and so should she!",0.6115396
https://www.foxnews.com/politics/sessions-justice-department-has-27-investigations-into-epidemic-of-leaks  Worth remembering. [Whistleblower - source 1 & 2 NSC] Q,0.0640802,"....non-existent “sources” and a drunk/drugged up loser who hates Michael, a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked &amp, respected. Most people will flip if the Government lets them out of trouble, even if....",0.5319084
https://twitter.com/M2Madness/status/1209162450706280449  5:5? Q,0.06358142,"Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon, who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad! https://t.co/mEeUhk5ZV9",0.8060606
https://twitter.com/RudyGiuliani/status/1198309490069790720  It's going to be BIBLICAL!  THE GREAT AWAKENING. Q,0.06257234,"“Ralph Waldo Emerson seemed to foresee the lesson of the Senate Impeachment Trial of President Trump. ‘When you strike at the King, Emerson famously said, “you must kill him.’ Mr. Trump’s foes struck at him but did not take him down. A triumphant Mr.Trump emerges from the.....",0.61621237
>>7516470 >>7516476 >>7516480 >>7516469 This is exactly why we are here. Q,0.062438153,"The hatred and extreme bias of me by @CNN has clouded their thinking and made them unable to function. But actually, as I have always said, this has been going on for a long time. Little Jeff Z has done a terrible job, his ratings suck, &amp, AT&amp,T should fire him to save credibility!",0.70285386
>>7516470 >>7516476 >>7516480 >>7516469 This is exactly why we are here. Q,0.062438074,"Mini Mike is a 5’4” mass of dead energy who does not want to be on the debate stage with these professional politicians. No boxes please. He hates Crazy Bernie and will, with enough money, possibly stop him. Bernie’s people will go nuts!",0.69542736
"https://oig.justice.gov/press/2019/2019-12-09.pdf  Worth remembering. The day the public learned [4] FISAs? Dec 9, 2019. [Anons: August 31, 2018] The day the public learned illegal SURV (targeting) of Page (2)? January 23, 2020. [-Cruz] Important markers to remember. Watch the news. Q",0.061909303,"Study the late Joseph McCarthy, because we are now in period with Mueller and his gang that make Joseph McCarthy look like a baby! Rigged Witch Hunt!",0.5168674
>>7560920 Nothing is happening. Q,0.061593246,"...&amp, overwhelming,” but this Scam Impeachment was neither. Also, very unfair with no Due Process, proper representation, or witnesses. Now Pelosi is demanding everything the Republicans weren’t allowed to have in the House. Dems want to run majority Republican Senate. Hypocrites!",0.77342623
What advantages might exist when you know the other sides playbook? https://www.merriam-webster.com/dictionary/trap  Enjoy the show! Q,0.06144654,Schiff will change the transcripts just like he fraudulently made up the phone call. He is a corrupt politician! https://t.co/b12GFXv6tE,0.5883411
https://twitter.com/cjtruth/status/1228460719869394944  Q,0.06104051,"Somebody please tell incompetent (thanks for my high poll numbers) &amp; corrupt politician Adam “Shifty” Schiff to stop leaking Classified information or, even worse, made up information, to the Fake News Media. Someday he will be caught, &amp; that will be a very unpleasant experience!",0.5527547
https://www.washingtonexaminer.com/washington-secrets/bigger-than-vindman-trump-scrubs-70-obama-holdovers-from-nsc  We got what we needed. There is no step [5]. Thank you for playing. Q,0.060355444,"Nancy Pelosi’s District in California has rapidly become one of the worst anywhere in the U.S. when it come to the homeless &amp, crime. It has gotten so bad, so fast - she has lost total control and, along with her equally incompetent governor, Gavin Newsom, it is a very sad sight!",0.54379755
"https://time.com/5748850/uk-election-result-2019/  National pride. Independence. We, the People. Welcome to the Party. WWG1WGA!!! Q",0.060294613,"Two stone cold losers from Amazon WP. Almost every story is a made up lie, just like corrupt pol Shifty Schiff, who fraudulently made up my call with Ukraine. Fiction! https://t.co/0Oad0738NG",0.69383407
>>7359408 https://www.bbc.com/news/technology-44107570  Publicly known? Think non_public. Access granted. Q,0.060202323,"Pelosi doesn’t want to hand over The Articles of Impeachment, which were fraudulently produced by corrupt politicians like Shifty Schiff in the first place, because after all of these years of investigations and persecution, they show no crimes and are a joke and a scam!",0.60510075
"Be ready, Anons. Public awakening coming. Q",0.06015417,"Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Counsel because the public understands that there was no  Collusion with Russia (so ridiculous), that the two FBI lovers were a fraud against our Nation &amp, that the only Collusion was with the Dems!",0.6364068
https://twitter.com/BOOMER4K/status/1221471163785805826  Important. Q,0.060078576,"Another win just in. Nervous Nancy Pelosi and the Democrats in Congress sued me, thrown out. This one unanimous, in the D.C. Circuit.
Witch Hunt!",0.51890117
>>96 http://twitter.com/WWG1WGA_Every1/status/1203368497750913024  Q,0.059730515,"Fighting between various groups that has been going on for hundreds of years. USA should never have been in Middle East. Moved our 50 soldiers out. Turkey MUST take over captured ISIS fighters that Europe refused to have returned. The stupid endless wars, for us, are ending! https://t.co/Fbcem9i55Z",0.6449808
https://twitter.com/dbongino/status/1228389237688590336  Bigger [slam-dunk] charges coming? Q,0.059650827,25 Million Evangelical Christians are not registered to vote. We are working hard to get them registered! @robertjeffress @LouDobbs,0.5526453
https://www.dailywire.com/news/scandal-reopens-court-papers-on-democrat-it-aide-imran-awan-make-new-revelation  Q,0.059568893,"General Motors MUST immediately open their stupidly abandoned Lordstown plant in Ohio, or some other plant, and START MAKING VENTILATORS, NOW!!!!!!  FORD, GET GOING ON VENTILATORS, FAST!!!!!!  @GeneralMotors  @Ford",0.7093121
>>7516458 The IG report!,0.059292875,"The so-called leaks coming out of the White House are a massive over  exaggeration put out by the Fake News Media in order to make us look as bad as possible. With that being said, leakers are traitors and cowards, and we will find out who they are!",0.7008301
>>7516458 The IG report!,0.059292797,"“Congressman Schiff omitted and distorted key facts” @FoxNews  So, what else is new. He is a total phony!",0.7093121
"https://twitter.com/KarluskaP/status/1229415548938833920  https://www.justice.gov/file/1071991/download  [Pg 203] ""The OPA Supervisor said that he later learned that former President Clinton’s Secret Service detail had contacted Lynch’s FBI security detail and let them know that the former President wanted to meet with Lynch. Although Lynch’s staff was supposed to receive notice of such requests, witnesses told us that they were not informed of the request from former President Clinton."" Coordination?  Date of tarmac meeting? Date of [HRC] investigation END announcement?  1 + 1 = 2 It's going to be a very hot [spring/summer]. Q",0.059205685,"A lot of very good people were taken down by a small group of Dirty (Filthy) Cops, politicians, government officials, and an investigation that was illegally started &amp, that SPIED on my campaign. The Witch Hunt is sputtering badly, but still going on (Ukraine Hoax!). If this....",0.552916
https://twitter.com/3Days3Nights/status/1190742277771202560  https://twitter.com/SayWhenLA/status/1190757918712434689  RIG FOR RED Q,0.058819596,"Wow, Strzok-Page, the incompetent &amp, corrupt FBI lovers, have texts referring to a counter-intelligence operation into the Trump Campaign dating way back to December, 2015. SPYGATE is in full force! Is the Mainstream Media interested yet? Big stuff!",0.5752555
>>7560746  #5  https://twitter.com/thehill/status/1207695342776438787?s=19,0.058040466,"Why was the FBI’s sick loser, Peter Strzok, working on the totally discredited Mueller team of 13 Angry &amp, Conflicted Democrats, when Strzok was giving Crooked Hillary a free pass yet telling his lover, lawyer Lisa Page, that “we’ll stop” Trump from becoming President? Witch Hunt!",0.7743617
>>7889726 Article lacking source doc. https://www.fisc.uscourts.gov/sites/default/files/FISC%20Declassifed%20Order%2016-1182%2017-52%2017-375%2017-679%20%20200123.pdf  Q,0.057255384,"The Democrats &amp; Shifty Schiff, whose presentation to the Senate was loaded with lies and misrepresentations, are refusing to state that the Obama Administration withheld aid from many countries including Ukraine, Pakistan, Philippines, Egypt, Honduras, &amp; Mexico. Witch Hunt!",0.5154597
